timestamp,open,high,low,close,volume
1716750000,68811,68942.703,68811,68917.5,465.38101
1716753600,68917.5,68928.102,68722.797,68730,692.62299
1716757200,68730,68730.102,68121,68536.102,4639.5942
1716760800,68536.102,68710.602,68476.602,68552,1569.3
1716764400,68552,68585,68335.102,68528.602,1561.406
1716768000,68528.602,68836.602,68494,68834.398,1434.321
1716771600,68834.398,69349,68743.797,69102.5,2574.824
1716775200,69102.5,69319.297,69043.703,69139.797,1571.902
1716778800,69139.797,69249.5,68844,68899.102,1395.627
1716782400,68899.102,68930.5,68760.797,68768.898,1345.478
1716786000,68768.898,68805.297,68311.703,68548.102,2813.97
1716789600,68548.102,68648.703,68403.398,68424.602,1266.006
1716793200,68424.602,68769.203,68357.898,68680.102,2480.5471
1716796800,68680.102,68940,68545.703,68643.898,2560.259
1716800400,68643.898,68687.102,68444.102,68611.203,2150.6211
1716804000,68611.203,68621.297,68450,68600.102,1170.041
1716807600,68600.102,68704.797,68277,68471.898,2482.009
1716811200,68471.898,68680,68412,68654.703,1140.651
1716814800,68654.703,69085.297,68631.102,68951.898,3829.041
1716818400,68951.898,69555,68857.898,69555,4668.0181
1716822000,69555,70629.602,69546,70439.203,11838.972
1716825600,70439.203,70737.898,70220,70220,6285.834
1716829200,70220,70420,70067.5,70230.203,2316.8359
1716832800,70230.203,70305.797,69923.898,70030,1893.972
1716836400,70030,70171.5,69090,69305.898,5665.2002
1716840000,69305.898,69767.602,69212.797,69685.102,2555.938
1716843600,69685.102,69934.297,69623.203,69833.203,1178.395
1716847200,69833.203,69843.797,69576.102,69618.898,1099.408
1716850800,69618.898,69618.898,69345.797,69450,1678.576
1716854400,69450,69494.797,69125,69400.797,2428.198
1716858000,69400.797,69613.703,68540,68632,8017.249
1716861600,68632,68867.797,68414.602,68690.898,5632.7241
1716865200,68690.898,68749.102,67712,68042.797,9985.46
1716868800,68042.797,68122.102,67430,67800,6118.7939
1716872400,67800,68055.5,67654.5,68055.5,3879.0691
1716876000,68055.5,68088,67774.797,67977.602,2179.01
1716879600,67977.602,68035.797,67661.297,67683.5,2424.1499
1716883200,67683.5,68267.898,67563.398,68152.5,4093.5359
1716886800,68152.5,68537.898,68025.398,68337,4062.6431
1716890400,68337,68925,68260.602,68593.297,6324.562
1716894000,68593.297,68685.703,68279.102,68403.898,2945.645
1716897600,68403.898,68587,68166.5,68216.297,3188.6101
1716901200,68216.297,68488,67670,67810.602,7906.5469
1716904800,67810.602,68270,67522.102,67983.398,8708.4492
1716908400,67983.398,68497.102,67734.398,68400,4493.9111
1716912000,68400,68486.898,67694.297,67716.5,5608.6372
1716915600,67716.5,68192.398,67652.703,67780.703,3183.02
1716919200,67780.703,68010.703,67250,67889.5,6301.248
1716922800,67889.5,68659.203,67877.398,68457.602,6189.6172
1716926400,68457.602,68597.703,68150,68367.898,3309.0129
1716930000,68367.898,68600,68292.602,68444.5,1426.861
1716933600,68444.5,68706.297,68420,68648.102,1819.1429
1716937200,68648.102,68655.102,68363.797,68443.602,1127.2939
1716940800,68443.602,68668.398,68288.898,68538.102,2003.85
1716944400,68538.102,68761.703,68344,68609.203,1852.6541
1716948000,68609.203,68971.703,68490.398,68727,2309.4121
1716951600,68727,68925,68723,68872.102,1786.0551
1716955200,68872.102,68989,68798,68891.703,1660.75
1716958800,68891.703,68891.703,68600.5,68644.297,1529.024
1716962400,68644.297,68721.297,68500,68552.5,1450.9919
1716966000,68552.5,68576.102,67955.5,67980,5010.2661
1716969600,67980,68041.102,67630.5,67898.5,5659.3369
1716973200,67898.5,68068.797,67699.398,67928,3298.425
1716976800,67928,68057.102,67824.602,68023.797,1609.621
1716980400,68023.797,68051.703,67753.898,67800,1769.011
1716984000,67800,68063.602,67569,67931.102,5321.8501
1716987600,67931.102,68325.398,67600.5,67918.398,8718.3184
1716991200,67918.398,68017,67530,67661.203,4263.7178
1716994800,67661.203,67899,67309.398,67404.898,5985.3638
1716998400,67404.898,67763.102,67124.703,67593.797,5781.1802
1717002000,67593.797,67720,67349.898,67645.898,2718.1321
1717005600,67645.898,67658.703,67241.297,67425.102,2065.196
1717009200,67425.102,67778.5,67234.398,67297.602,1825.98
1717012800,67297.602,67527.5,67173.797,67504.297,1484.433
1717016400,67504.297,67850,67355.297,67723.898,1844.875
1717020000,67723.898,67885.297,67626.398,67711.398,1286.373
1717023600,67711.398,67766.102,67597.898,67676,1173.823
1717027200,67676,67867,67552.398,67597.703,1616.332
1717030800,67597.703,67912,67483.5,67831.297,1888.073
1717034400,67831.297,68239.297,67811,67980.102,3388.302
1717038000,67980.102,68225,67950,68150,1055.681
1717041600,68150,68455.703,68010,68198.203,2671.7959
1717045200,68198.203,68225,68000,68168.898,1438.8459
1717048800,68168.898,68218.703,67738.602,67860.297,4520.3369
1717052400,67860.297,68070.102,67523.703,67606.602,4430.5239
1717056000,67606.602,67799.398,67137,67706,8940.8994
1717059600,67706,67798.203,67469.898,67765.898,2452.606
1717063200,67765.898,68028.203,67554.602,67951.297,2189.094
1717066800,67951.297,68153,67819.898,67819.898,2011.479
1717070400,67819.898,68340.797,67760.102,68157.398,4769.4082
1717074000,68157.398,68733.797,68052.602,68641.703,5785.6572
1717077600,68641.703,68855,68271.5,68400.102,6390.397
1717081200,68400.102,68651.102,68180.203,68558.898,4200.3018
1717084800,68558.898,68761.5,68405.602,68722.898,2167.3511
1717088400,68722.898,69560,68710,69354.898,8904.5879
1717092000,69354.898,69472.398,69123,69401.898,2936.311
1717095600,69401.898,69404,68451.703,68677.5,6159.833
1717099200,68677.5,68687.703,68023.797,68477.797,5700.9771
1717102800,68477.797,68555.203,68335.297,68438,1539.751
1717106400,68438,68450,68239.203,68325.203,964.63702
1717110000,68325.203,68549.102,68250.203,68371.797,1182.8361
1717113600,68371.797,68481.297,68290,68470.898,872.73999
1717117200,68470.898,68631,68303.703,68438.203,1926.2111
1717120800,68438.203,68740.102,68425.5,68541.297,1772.6851
1717124400,68541.297,68629.898,68485,68534.703,718.81
1717128000,68534.703,68650,68455.5,68518.797,898.82202
1717131600,68518.797,68518.797,68277.102,68433.898,1587.194
1717135200,68433.898,68455.602,68210.102,68270.102,1195.652
1717138800,68270.102,68419.297,68080.102,68187.203,2324.554
1717142400,68187.203,68326.898,68131,68135.102,1382.127
1717146000,68135.102,68205.703,67876,67950.797,3217.064
1717149600,67950.797,68365.203,67933.297,68358.898,2670.1531
1717153200,68358.898,68486.398,68300,68370.297,2074.156
1717156800,68370.297,69077,68333.398,68644.602,8470.4434
1717160400,68644.602,68836,68010.797,68083.398,8394.3232
1717164000,68083.398,68083.398,67281.398,67527.102,11899.27
1717167600,67527.102,67573.398,67200.898,67226.703,4806.748
1717171200,67226.703,67379.203,66660,67220.102,11987.389
1717174800,67220.102,67485.703,67169.602,67372.297,3759.4971
1717178400,67372.297,67464.398,67200,67443.898,2141.542
1717182000,67443.898,68072.5,67371.297,67705.898,5261.7651
1717185600,67705.898,67827.203,67621.203,67740,1395.188
1717189200,67740,67741.102,67536,67585.102,1163.723
1717192800,67585.102,67687.898,67520.5,67522.5,898.289
1717196400,67522.5,67620,67246,67555.797,3352.4861
1717200000,67555.797,67735.602,67513.898,67668.703,1324.2321
1717203600,67668.703,67728.898,67456.898,67579.703,1046.881
1717207200,67579.703,67766.602,67560.203,67752.797,810.47498
1717210800,67752.797,67780.203,67642.602,67742.703,706.50702
1717214400,67742.703,67783.797,67681.297,67704.703,476.246
1717218000,67704.703,67845,67629,67721.898,1055.1851
1717221600,67721.898,67767.898,67642,67725.297,672.52899
1717225200,67725.297,67758.797,67600,67656,1169.2581
1717228800,67656,67784.797,67647.203,67744.797,760.45001
1717232400,67744.797,67796,67668,67747.797,588.573
1717236000,67747.797,67797.703,67660,67660.102,659.09198
1717239600,67660.102,67734.398,67660,67697.703,340.211
1717243200,67697.703,67913.5,67673.5,67747.602,935.53101
1717246800,67747.602,67869.602,67740.898,67750,1152.746
1717250400,67750,67900,67693,67837.5,1203.796
1717254000,67837.5,67856.398,67698,67708.898,698.08197
1717257600,67708.898,67761.5,67635,67722.703,655.16699
1717261200,67722.703,67851,67563.898,67809.297,1489.9659
1717264800,67809.297,67850,67745.5,67777.797,374.92499
1717268400,67777.797,67810,67707,67777.703,280.672
1717272000,67777.703,67832,67736.797,67832,333.33301
1717275600,67832,67858.703,67744.797,67788.703,364.19699
1717279200,67788.703,67942,67736.797,67797.703,452.26901
1717282800,67797.703,67854.398,67751,67792.797,360.46899
1717286400,67792.797,67940.5,67770.203,67916,674.52698
1717290000,67916,67926.102,67721.102,67780.703,662.47498
1717293600,67780.703,67841.898,67670,67756.5,650.45099
1717297200,67756.5,67834.898,67747,67816.102,349.37399
1717300800,67816.102,67873,67760.5,67873,344.71301
1717304400,67873,67900.102,67746.203,67750.398,450.81601
1717308000,67750.398,67866.203,67743.5,67859.102,265.76401
1717311600,67859.102,67864.398,67730,67730,491.677
1717315200,67730,67830,67681.898,67769.297,598.10602
1717318800,67769.297,67789.5,67403,67561.797,2227.4829
1717322400,67561.797,67602.602,67374.5,67556.203,1092.875
1717326000,67556.203,68342.398,67510,68260,4477.0952
1717329600,68260,68339.398,67836.203,67955.602,4374.4868
1717333200,67955.602,68253.5,67801.297,68175.602,2774.0911
1717336800,68175.602,68498.602,68085.703,68272.602,3872.084
1717340400,68272.602,68316.297,68011.5,68138,1934.288
1717344000,68138,68198,67962.297,68101.203,1555.2791
1717347600,68101.203,68110.5,67823.5,67880,2074.812
1717351200,67880,67880.102,67470,67701.898,3888.802
1717354800,67701.898,67803.5,67279.703,67740.102,3479.199
1717358400,67740.102,67840,67569.703,67840,1256.146
1717362000,67840,67924.898,67752.203,67815.203,801.65802
1717365600,67815.203,68009.5,67808.703,67940.5,830.00897
1717369200,67940.5,68004,67776,67776.297,578.43103
1717372800,67776.297,67892.797,67621.5,67836.797,1218.782
1717376400,67836.797,68588,67828.102,68498.203,4404.71
1717380000,68498.203,68824.898,68420,68435,4105.9292
1717383600,68435,68536,68212.203,68399.703,2342.926
1717387200,68399.703,68623.398,68301,68520.203,1572.5601
1717390800,68520.203,68800,68461.203,68719.898,2249.5969
1717394400,68719.898,69259.602,68642.898,69072.703,6414.668
1717398000,69072.703,69212.898,68811,68921.797,3409.825
1717401600,68921.797,69375.297,68921.797,69168.102,3438.8169
1717405200,69168.102,69222.398,68927.797,69028.203,2280.3979
1717408800,69028.203,69209.297,68875.898,68931,2049.418
1717412400,68931,69273.102,68868.898,69111.898,2372.281
1717416000,69111.898,69856.398,69111.898,69790.797,7591.9751
1717419600,69790.797,70344.102,69551.102,69820,9053.8965
1717423200,69820,70122,68556,68804.5,14239.705
1717426800,68804.5,69660,68790,69658.297,7352.4409
1717430400,69658.297,69759.203,68930.398,69115.602,5196.0708
1717434000,69115.602,69436.398,68821,69299.703,3399.1411
1717437600,69299.703,69488.102,69178.797,69323.297,2040.575
1717441200,69323.297,69329.5,69055,69253.5,1694.496
1717444800,69253.5,69547.797,69134.297,69135.5,2439.196
1717448400,69135.5,69238.5,68948.602,69121.898,1575.944
1717452000,69121.898,69188.102,68828.102,69077.898,2135.5071
1717455600,69077.898,69097.5,68749.898,68837,1600.397
1717459200,68837,69132.703,68668,69041.5,2356.9441
1717462800,69041.5,69264.602,68928.102,69257.102,1154.084
1717466400,69257.102,69350,69124.602,69181.203,1087.749
1717470000,69181.203,69418.398,69155,69201,995.48102
1717473600,69201,69336.703,69102.203,69117.398,1749.72
1717477200,69117.398,69217,68960.602,69007.797,1246.486
1717480800,69007.797,69090.898,68807.602,68950.797,2333.978
1717484400,68950.797,69115.703,68939.602,69061.102,1042.626
1717488000,69061.102,69252.297,68875.102,68893.297,2135.3169
1717491600,68893.297,68935.703,68604.898,68761.5,3803.176
1717495200,68761.5,69016.602,68745.898,68943.5,1940.17
1717498800,68943.5,69099.5,68886.203,69004,1669.795
1717502400,69004,69217.102,68882,68995.203,2241.5891
1717506000,68995.203,69877.203,68991.797,69564,7273.5552
1717509600,69564,70120.602,69338.297,69684.398,11600.864
1717513200,69684.398,70544.898,69476.797,70485.898,9313.2041
1717516800,70485.898,71054.203,70434.5,70838,9774.6562
1717520400,70838,70872.703,70377.703,70590.102,4325.9648
1717524000,70590.102,71110,70590.102,70726,4566.292
1717527600,70726,70755.898,70101,70448.102,5349.9639
1717531200,70448.102,70582.5,70185.297,70418.102,2170.4031
1717534800,70418.102,70655.5,70357.102,70630.203,1221.301
1717538400,70630.203,70755.203,70522.5,70589.703,2014.564
1717542000,70589.703,70642.797,70425.898,70559.297,1116.673
1717545600,70559.297,70949.898,70450.102,70817.797,2667.084
1717549200,70817.797,71381.898,70667.102,71016.797,4356.9668
1717552800,71016.797,71200,70706.102,70889,2924.3479
1717556400,70889,71032.102,70794.703,70986.102,2106.8501
1717560000,70986.102,71319.297,70879,71212.5,3244.7219
1717563600,71212.5,71237.797,70915,71037.203,1712.854
1717567200,71037.203,71197.398,70874.203,71159.797,2327.4331
1717570800,71159.797,71420,71058.297,71250.102,3373.094
1717574400,71250.102,71299.602,70927.5,70978,2125.28
1717578000,70978,71084.102,70875,70952.203,1824.6801
1717581600,70952.203,70970.297,70761,70834,2354.7859
1717585200,70834,71137.898,70734,71005.398,2166.5549
1717588800,71005.398,71175.602,70681.102,70981.703,3605.946
1717592400,70981.703,71210,70621,70767.797,3918.1909
1717596000,70767.797,71113,70406,70900.703,6085.2241
1717599600,70900.703,71810,70789.102,71617.398,10256.548
1717603200,71617.398,71819.602,71268.102,71354.5,5036.0791
1717606800,71354.5,71760.102,71280,71671.297,3248.2649
1717610400,71671.297,71788.297,70929,71123.297,5826.9092
1717614000,71123.297,71426.102,70888,71300.5,3492.1279
1717617600,71300.5,71377.5,71168.297,71215,1475.126
1717621200,71215,71236.203,71054.398,71175.102,1147.291
1717624800,71175.102,71311.297,71119.5,71169.398,728.56799
1717628400,71169.398,71320.102,70707.602,71140.602,3201.4231
1717632000,71140.602,71219.203,70971.898,71039,958.38501
1717635600,71039,71230.5,70909.102,71151.797,1395.561
1717639200,71151.797,71274,71124.797,71193.398,766.70801
1717642800,71193.398,71221.297,71046.602,71078.703,629.40302
1717646400,71078.703,71137.898,70941.203,71087,1057.889
1717650000,71087,71123.602,70820.797,70946.898,1467.5811
1717653600,70946.898,71071.102,70826,70921.898,1606.792
1717657200,70921.898,71126.898,70890,71065.5,1392.261
1717660800,71065.5,71087.398,70901,70947.703,1175.809
1717664400,70947.703,71194,70947.703,71018.898,1621.641
1717668000,71018.898,71074.102,70922.5,71041.703,1573.382
1717671600,71041.703,71244.898,70974.703,71221.203,1940.114
1717675200,71221.203,71499,71094,71239,5214.1748
1717678800,71239,71577.203,71039.5,71150.102,5440.4819
1717682400,71150.102,71550,71045.398,71500.703,4810.7778
1717686000,71500.703,71699.898,71276.102,71336,4594.7002
1717689600,71336,71420.797,70850.297,70971.102,6469.894
1717693200,70971.102,71260.398,70808.5,71136.898,3562.283
1717696800,71136.898,71194.203,70890,71111.898,1470.5699
1717700400,71111.898,71118.797,70467.602,70508,5731.2861
1717704000,70508,70791.102,70144.102,70770,8197.8633
1717707600,70770,70925.203,70703.5,70781.898,1975.639
1717711200,70781.898,70931.898,70700,70931.898,1879.691
1717714800,70931.898,71030,70772,70835.797,1835.838
1717718400,70835.797,70933.898,70778.602,70929.898,697.591
1717722000,70929.898,70956,70661.297,70875,2353.9041
1717725600,70875,70910.398,70701.297,70862.898,956.57098
1717729200,70862.898,71049.898,70772.297,71021.297,1210.026
1717732800,71021.297,71309.203,71021.297,71253.102,3038.748
1717736400,71253.102,71478.602,71193,71341.797,3466.417
1717740000,71341.797,71400,71216,71315,1302.215
1717743600,71315,71349.898,71106.5,71152.797,1959.827
1717747200,71152.797,71233.898,71081.398,71158.5,1246.625
1717750800,71158.5,71364.102,71094.398,71338.602,1362.09
1717754400,71338.602,71499.703,71233.797,71411.602,2244.2271
1717758000,71411.602,71774.898,71344,71769.602,3862.3931
1717761600,71769.602,72169,70668,71264.5,26320.902
1717765200,71264.5,71731.102,71076.602,71584.5,6631.04
1717768800,71584.5,71597.5,71210.703,71461.398,3594.3521
1717772400,71461.398,71461.5,70904.297,71146.898,4260.126
1717776000,71146.898,71244.203,70801.102,70910.297,3303.978
1717779600,70910.297,70910.297,69812.5,69839.898,11906.622
1717783200,69839.898,69921.898,68336.703,69200.703,35647.328
1717786800,69200.703,69490,68820,69316,7221.7622
1717790400,69316,69383.703,69028,69359.398,3801.7371
1717794000,69359.398,69431,69253.5,69300,1602.249
1717797600,69300,69598.898,69231.297,69545,1476.2061
1717801200,69545,69545.102,69367.703,69389.898,1009.488
1717804800,69389.898,69540,69333.297,69457.797,1014.059
1717808400,69457.797,69525.797,69336.203,69514.602,1022.187
1717812000,69514.602,69514.703,69435.5,69481.797,464.17001
1717815600,69481.797,69580,69461.703,69480.797,866.18201
1717819200,69480.797,69500,69301.398,69355.602,1461.377
1717822800,69355.602,69382.5,69265.203,69352.203,1130.7531
1717826400,69352.203,69448.898,69334.398,69373.5,740.03003
1717830000,69373.5,69609.602,69373.398,69609,1532.715
1717833600,69609,69610.5,69412.203,69468.203,1149.8929
1717837200,69468.203,69532,69408.703,69482.203,601.935
1717840800,69482.203,69541.5,69385.703,69497.102,906.86298
1717844400,69497.102,69554.102,69344.602,69392.398,1296.718
1717848000,69392.398,69467.297,69299,69385.5,1194.379
1717851600,69385.5,69469.398,69204,69459.797,1840.462
1717855200,69459.797,69499.797,69337,69498.398,1128.194
1717858800,69498.398,69529.602,69442.797,69452.703,894.02197
1717862400,69452.703,69505.5,69334.5,69416,963.72198
1717866000,69416,69506.703,69360.898,69478.797,674.849
1717869600,69478.797,69520,69458,69480,464.112
1717873200,69480,69526.602,69451.102,69482.203,411.05301
1717876800,69482.203,69504.102,69341,69395,506.12701
1717880400,69395,69457,69342.898,69414.102,448.759
1717884000,69414.102,69430.898,69298.102,69358,601.565
1717887600,69358,69367,69313,69326,318.82999
1717891200,69326,69364.297,69270,69294,561.54401
1717894800,69294,69365,69261,69300,462.65302
1717898400,69300,69327.102,69170,69204.297,1015.105
1717902000,69204.297,69321.398,69157.102,69290,543.13501
1717905600,69290,69342.398,69271.5,69334.898,345.827
1717909200,69334.898,69389.602,69257.203,69300,814.48798
1717912800,69300,69420,69292,69406.102,692.60901
1717916400,69406.102,69459.297,69291.5,69320.297,725.59802
1717920000,69320.297,69380.297,69299.898,69374.898,318.25101
1717923600,69374.898,69420,69359,69385.703,367.41599
1717927200,69385.703,69401,69333,69367.297,330.36801
1717930800,69367.297,69409.297,69340.398,69385.203,365.80499
1717934400,69385.203,69780,69372.297,69711.797,3686.9351
1717938000,69711.797,69792.5,69275.102,69471.398,3958.2881
1717941600,69471.398,69572.898,69240,69498.102,2569.9309
1717945200,69498.102,69590.398,69426.5,69515.297,1279.546
1717948800,69515.297,69652.398,69497.203,69626.5,878.75598
1717952400,69626.5,69718.602,69570.398,69665.203,754.48901
1717956000,69665.203,69862,69609,69745.602,1566.757
1717959600,69745.602,69864.703,69650.102,69704,1306.048
1717963200,69704,69734.703,69577.102,69689.102,817.77502
1717966800,69689.102,69829.5,69603,69750.203,901.21198
1717970400,69750.203,69795.297,69609.898,69640,556.44202
1717974000,69640,69693.203,69600,69642.297,539.41199
1717977600,69642.297,69659.703,69421,69568.898,1389.808
1717981200,69568.898,69687.398,69508,69628.203,660.99902
1717984800,69628.203,69808.398,69609.102,69718,859.72498
1717988400,69718,69768.602,69575.898,69622,735.65698
1717992000,69622,69686.297,69514.102,69680.703,823.20898
1717995600,69680.703,69680.703,69523.797,69568.602,462.45099
1717999200,69568.602,69613.797,69330,69436.102,1815.698
1718002800,69436.102,69521.203,69256.398,69302.398,2003.751
1718006400,69302.398,69512.102,69296.898,69402.102,1650.0229
1718010000,69402.102,69481.703,69168.398,69455.398,2258.814
1718013600,69455.398,69488,69371.898,69452.102,864.01501
1718017200,69452.102,69569.398,69354.797,69489,1148.877
1718020800,69489,69539.898,69339.297,69379.898,1185.3621
1718024400,69379.898,69538.703,69234.602,69421.398,3177.3589
1718028000,69421.398,69685.102,69305.797,69682.203,2730.2051
1718031600,69682.203,70180.602,69613.398,70044.898,7280.0928
1718035200,70044.898,70100,69715.797,69970,3831.769
1718038800,69970,70076.602,69750.398,70032.102,1961.149
1718042400,70032.102,70126.102,69715.102,69860.398,2793.886
1718046000,69860.398,69860.5,69385,69498.102,4109.0308
1718049600,69498.102,69678.898,69324,69616.602,3140.186
1718053200,69616.602,69688.898,69527,69584,724.19202
1718056800,69584,69594.703,69403,69492.102,1159.261
1718060400,69492.102,69557.703,69383.602,69516,1216.507
1718064000,69516,69570,69381,69399.398,1129.493
1718067600,69399.398,69518.102,68457.898,68705.5,8952.002
1718071200,68705.5,68912.398,67857.797,68223.898,15547.491
1718074800,68223.898,68477.5,68144,68444,4218.252
1718078400,68444,68444.203,67601.398,68004.102,10227.601
1718082000,68004.102,68045,67635.203,67891.703,3205.7959
1718085600,67891.703,67960,67301.703,67674.898,6190.1528
1718089200,67674.898,67819.703,67490.602,67539.398,4419.061
1718092800,67539.398,67621.703,67224.203,67502.102,5593.7769
1718096400,67502.102,67648.602,66844.102,67069.898,9488.6562
1718100000,67069.898,67258,66700.102,66944,7334.832
1718103600,66944,67093.703,66742.5,66882.102,3955.1189
1718107200,66882.102,67178,66787.297,67009.703,4798.6079
1718110800,67009.703,67272.203,66550,66803.398,9025.249
1718114400,66803.398,67077.398,66762,66821.102,4198.189
1718118000,66821.102,67051.703,65931.602,66218.898,15521.18
1718121600,66218.898,66726,66142.102,66469.203,6070.0229
1718125200,66469.203,66781.602,66142,66746.297,4214.2402
1718128800,66746.297,67200,66630.297,67102.203,4529.895
1718132400,67102.203,67547.797,67051.602,67383.602,4138.6528
